
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Stop,1/23/2025 7:00:50 AM,00:06:58
2025/01/23,1st_Shift,#2TRIM_A,TRIM A BREAK TIME AUTO STOP,1/23/2025 7:07:48 AM,00:02:13
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 7:10:56 AM,00:00:39
2025/01/23,1st_Shift,#2TRIM_A,TA TAR11 IPMS STOP-CCB BRKT,1/23/2025 7:13:00 AM,00:00:42
2025/01/23,1st_Shift,#2TRIM_A,STG 09 RH QRQC Stop,1/23/2025 7:14:38 AM,00:00:50
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:18:13 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 7:18:15 AM,00:00:32
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 7:18:47 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 7:19:04 AM,00:00:31
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 7:19:35 AM,00:02:11
2025/01/23,1st_Shift,#2TRIM_A,STG 15 RH QRQC Help Stop,1/23/2025 7:23:36 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,STG 02 LH QRQC Help Stop,1/23/2025 7:23:40 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,STG 03 LH QRQC Help Stop,1/23/2025 7:23:54 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,STG 02 LH QRQC Help Stop,1/23/2025 7:24:05 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:25:23 AM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 7:27:59 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 7:28:40 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 09 RH QRQC Help Stop,1/23/2025 7:28:54 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,STG 02 LH QRQC Help Stop,1/23/2025 7:28:56 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,STG 09 RH QRQC Help Stop,1/23/2025 7:29:13 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 7:29:59 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 7:30:29 AM,00:00:21
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 7:31:57 AM,00:00:22
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Help Stop,1/23/2025 7:32:20 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,STG 06 RH QRQC Help Stop,1/23/2025 7:34:06 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 7:35:02 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 7:35:20 AM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:37:17 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 7:38:59 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:40:45 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 7:40:47 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 7:41:25 AM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,STG 10 LH QRQC Help Stop,1/23/2025 7:41:58 AM,00:00:16
2025/01/23,1st_Shift,#2TRIM_A,STG 10 LH QRQC Help Stop,1/23/2025 7:43:52 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 7:47:13 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 7:47:30 AM,00:00:15
2025/01/23,1st_Shift,#2TRIM_A,STG 16 LH QRQC Help Stop,1/23/2025 7:47:45 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 09 RH QRQC Help Stop,1/23/2025 7:47:58 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 07 LH QRQC Stop,1/23/2025 7:50:32 AM,00:00:23
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:53:48 AM,00:00:26
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 7:56:07 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 7:56:10 AM,00:00:28
2025/01/23,1st_Shift,#2TRIM_A,STG 07 LH QRQC Help Stop,1/23/2025 7:57:42 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 07 LH QRQC Help Stop,1/23/2025 7:59:34 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 8:05:25 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAL2 IPMS STOP-OUTSIDE HANDLE,1/23/2025 8:06:37 AM,00:01:16
2025/01/23,1st_Shift,#2TRIM_A,STG 10 LH QRQC Help Stop,1/23/2025 8:10:17 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 8:12:14 AM,00:00:15
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 8:14:08 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 8:15:55 AM,00:00:14
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 8:17:34 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,STG 04 RH QRQC Help Stop,1/23/2025 8:18:03 AM,00:00:39
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Stop,1/23/2025 8:20:52 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 8:21:03 AM,00:00:15
2025/01/23,1st_Shift,#2TRIM_A,TA TAR10 IPMS STOP-AIRBAG RH,1/23/2025 8:22:40 AM,00:00:17
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 8:24:51 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Help Stop,1/23/2025 8:27:50 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,PIV05 Worker Detect Flt.,1/23/2025 8:28:06 AM,00:00:57
2025/01/23,1st_Shift,#2TRIM_A,STG 13 RH QRQC Help Stop,1/23/2025 8:29:07 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 8:29:27 AM,00:00:33
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 8:32:59 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL9 IPMS STOP-SIDE SENSOR,1/23/2025 8:33:02 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 8:33:12 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 8:37:00 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,STG 13 LH QRQC Stop,1/23/2025 8:37:07 AM,00:00:47
2025/01/23,1st_Shift,#2TRIM_A,TA TAL4 IPMS STOP-CAB BRACKET LH,1/23/2025 8:39:35 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAR8N IPMS STOP-CLUTCH PEDAL,1/23/2025 8:41:36 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,STG 06 LH QRQC Help Stop,1/23/2025 8:44:31 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Help Stop,1/23/2025 8:44:33 AM,00:00:12
2025/01/23,1st_Shift,#2TRIM_A,STG 07 RH QRQC Help Stop,1/23/2025 8:44:45 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,STG 06 RH QRQC Help Stop,1/23/2025 8:47:36 AM,00:00:05
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 8:48:25 AM,00:00:02
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 8:48:27 AM,00:00:19
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 8:49:13 AM,00:00:11
2025/01/23,1st_Shift,#2TRIM_A,TA TAL8 IPMS STOP-DASH INS-BL0WER,1/23/2025 8:49:24 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TA TAL10 IPMS STOP-3RD ROW SEAT BELT,1/23/2025 8:49:38 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,STG 09 LH QRQC Help Stop,1/23/2025 8:50:21 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,STG 02 LH QRQC Help Stop,1/23/2025 8:50:29 AM,00:00:18
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 8:53:05 AM,00:00:09
2025/01/23,1st_Shift,#2TRIM_A,TA TAL13 IPMS STOP-LH SEAT BELT,1/23/2025 8:55:30 AM,00:00:07
2025/01/23,1st_Shift,#2TRIM_A,STG 15 LH QRQC Help Stop,1/23/2025 8:57:02 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TA TAR4 IPMS STOP-CAB BRACKET RH,1/23/2025 8:57:14 AM,00:00:40
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 8:57:53 AM,00:01:36
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 8:59:29 AM,00:00:13
2025/01/23,1st_Shift,#2TRIM_A,IPMS Trim A Stop,1/23/2025 9:03:12 AM,00:00:03
2025/01/23,1st_Shift,#2TRIM_A,TA TAR14 IPMS STOP-CCB BRKT TORQUE,1/23/2025 9:03:16 AM,00:00:20
2025/01/23,1st_Shift,#2TRIM_A,TA TAL12 IPMS STOP-BACKDR HARNESS,1/23/2025 9:05:13 AM,00:00:06
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 9:06:18 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 9:07:04 AM,00:00:10
2025/01/23,1st_Shift,#2TRIM_A,TRIM A END PROD PART STRUCK UP,1/23/2025 9:07:39 AM,00:00:08
2025/01/23,1st_Shift,#2TRIM_A,TA TAL13 IPMS STOP-LH SEAT BELT,1/23/2025 9:09:45 AM,00:00:05
